FechaPrestamo;EdadPrestamo;MontoPrestado;Cuotas
15/11/2006 0:00;38;308;8
26/06/2012 0:00;39;180;4
11/04/2008 0:00;39;307;8
21/10/2005 0:00;38;264;8
20/01/2010 0:00;72;239;4
20/01/2010 0:00;39;379;4
12/12/2008 0:00;41;712;8
26/07/2007 0:00;52;715;8
26/06/2012 0:00;51;1157;4
26/06/2012 0:00;32;635;4
11/04/2008 0:00;35;889;8
04/12/2007 0:00;48;711;8
27/02/2006 0:00;56;694;8
21/10/2005 0:00;26;512;8
10/09/2009 0:00;44;671;4
27/02/2006 0:00;30;609;8
26/06/2012 0:00;26;1029;4
26/07/2007 0:00;51;1116;8
13/01/2012 0:00;62;876;4
04/12/2007 0:00;54;1005;8
10/07/2006 0:00;59;889;8
26/06/2012 0:00;53;905;4
10/07/2006 0:00;38;565;8
04/12/2007 0:00;44;882;8
14/09/2021 0:00;23;646;4
14/09/2021 0:00;21;843;4
28/02/2023 0:00;38;749;4
28/02/2023 0:00;31;895;4
21/01/2022 0:00;37;659;4
28/02/2023 0:00;36;917;4
28/02/2023 0:00;40;851;4
28/02/2023 0:00;31;712;4
28/02/2023 0:00;45;944;4
28/02/2023 0:00;38;755;4
28/02/2023 0:00;45;908;4
28/02/2023 0:00;44;625;4
23/12/2019 0:00;48;734;4
12/08/2022 0:00;55;988;4
15/12/2005 0:00;38;990;8
25/04/2007 0:00;45;574;8
25/04/2023 0:00;77;896;4
25/04/2023 0:00;72;555;4
17/12/2014 0:00;57;682;4
22/08/2017 0:00;54;565;4
27/08/2007 0:00;62;968;8
20/08/2014 0:00;53;876;4
21/04/2009 0:00;58;1014;8
15/12/2005 0:00;23;956;8
21/08/2006 0:00;24;835;8
16/12/2022 0:00;56;1150;4
15/12/2005 0:00;38;603;8
25/04/2023 0:00;56;929;4
19/12/2007 0:00;47;793;8
27/08/2007 0:00;45;904;8
25/04/2023 0:00;59;773;4
25/04/2023 0:00;55;832;4
21/08/2006 0:00;38;983;8
15/12/2005 0:00;40;649;8
16/12/2011 0:00;41;565;4
17/12/2009 0:00;34;586;4
20/08/2014 0:00;38;741;4
15/12/2005 0:00;24;951;8
17/12/2009 0:00;33;1096;4
18/04/2008 0:00;40;824;8
21/08/2018 0:00;58;1051;4
18/04/2008 0:00;29;973;8
21/08/2006 0:00;28;935;8
21/12/2006 0:00;28;653;8
16/12/2016 0:00;58;827;4
20/08/2008 0:00;31;772;8
15/12/2005 0:00;48;867;8
21/08/2006 0:00;24;767;8
20/08/2014 0:00;33;594;4
20/08/2014 0:00;34;650;4
20/12/2018 0:00;46;886;4
20/04/2006 0:00;33;584;8
22/04/2013 0:00;41;235;4
21/12/2006 0:00;51;252;8
16/12/2010 0:00;45;366;4
16/12/2022 0:00;59;274;4
21/04/2009 0:00;58;594;8
18/12/2008 0:00;53;479;8
18/12/2008 0:00;48;418;8
21/04/2009 0:00;25;420;8
17/12/2009 0:00;27;365;4
20/04/2010 0:00;55;526;4
17/12/2014 0:00;69;312;4
15/07/2020 0:00;69;446;4
20/08/2014 0:00;45;327;4
23/12/2019 0:00;51;474;4
25/04/2023 0:00;71;307;4
19/12/2012 0:00;32;294;4
25/04/2023 0:00;49;424;4
25/03/2021 0:00;38;346;4
18/04/2011 0:00;39;165;4
16/04/2014 0:00;61;512;4
19/12/2012 0:00;41;405;4
16/04/2014 0:00;38;208;4
24/04/2019 0:00;40;566;4
18/04/2012 0:00;38;226;4
22/04/2013 0:00;27;300;4
21/08/2015 0:00;22;946;4
20/08/2014 0:00;49;800;4
20/08/2014 0:00;31;553;4
16/04/2014 0:00;22;603;4
23/08/2013 0:00;66;510;4
23/08/2013 0:00;45;528;4
20/12/2018 0:00;28;552;4
23/12/2019 0:00;41;810;4
17/12/2013 0:00;28;781;4
17/12/2013 0:00;36;570;4
20/12/2018 0:00;54;746;4
20/08/2014 0:00;64;902;4
17/12/2013 0:00;19;761;4
17/12/2014 0:00;59;563;4
20/08/2014 0:00;21;753;4
16/12/2022 0:00;47;1162;4
17/12/2014 0:00;51;949;4
21/08/2018 0:00;27;839;4
18/04/2018 0:00;59;649;4
17/12/2015 0:00;40;574;4
19/04/2017 0:00;55;1003;4
15/12/2006 0:00;66;739;8
12/10/2005 0:00;24;546;8
15/12/2006 0:00;65;690;8
08/03/2006 0:00;20;896;8
04/08/2006 0:00;31;669;8
12/10/2005 0:00;45;546;8
12/10/2005 0:00;20;982;8
12/10/2005 0:00;44;1074;8
04/08/2006 0:00;29;632;8
12/10/2005 0:00;37;507;8
15/12/2006 0:00;43;715;8
04/08/2006 0:00;63;902;8
15/12/2006 0:00;37;576;8
15/12/2006 0:00;45;652;8
15/12/2006 0:00;21;856;8
15/12/2006 0:00;23;542;8
15/12/2006 0:00;34;608;8
15/12/2006 0:00;40;551;8
04/08/2006 0:00;39;826;8
15/12/2006 0:00;35;638;8
15/12/2006 0:00;50;801;8
15/12/2006 0:00;25;784;8
28/11/2019 0:00;75;833;4
28/11/2019 0:00;79;748;4
10/03/2023 0:00;66;375;4
25/06/2021 0:00;57;458;4
23/12/2005 0:00;41;494;8
30/10/2017 0:00;56;258;4
10/03/2023 0:00;70;242;4
29/08/2013 0:00;49;386;4
06/10/2009 0:00;42;410;4
28/11/2019 0:00;72;506;4
12/02/2010 0:00;38;395;4
11/09/2006 0:00;45;525;8
09/09/2008 0:00;50;228;8
11/09/2007 0:00;48;210;8
16/05/2008 0:00;37;456;8
08/08/2012 0:00;46;376;4
23/12/2005 0:00;42;462;8
23/12/2005 0:00;36;200;8
25/04/2013 0:00;47;246;4
10/05/2007 0:00;58;439;8
11/09/2006 0:00;50;302;8
20/12/2013 0:00;48;471;4
03/05/2006 0:00;42;297;8
03/05/2006 0:00;56;316;8
11/09/2006 0:00;43;363;8
16/01/2009 0:00;39;206;8
23/12/2005 0:00;34;580;8
23/12/2005 0:00;24;348;8
06/10/2009 0:00;76;1021;4
16/01/2009 0:00;36;926;8
10/03/2023 0:00;65;876;4
11/09/2006 0:00;36;1137;8
16/01/2009 0:00;43;939;8
11/09/2007 0:00;38;930;8
19/07/2011 0:00;54;1010;4
03/11/2010 0:00;46;1141;4
10/05/2007 0:00;31;525;8
10/03/2023 0:00;76;619;4
22/01/2008 0:00;28;1060;8
11/09/2007 0:00;66;902;8
16/01/2009 0:00;49;719;8
15/09/2015 0:00;44;934;4
03/11/2010 0:00;46;921;4
24/06/2010 0:00;40;944;4
16/05/2008 0:00;40;864;8
24/06/2010 0:00;35;895;4
16/01/2009 0:00;51;831;8
16/05/2008 0:00;47;845;8
03/11/2010 0:00;47;530;4
10/03/2023 0:00;63;557;4
09/09/2008 0:00;33;792;8
30/03/2012 0:00;61;576;4
12/02/2010 0:00;37;824;4
09/09/2008 0:00;52;896;8
14/03/2011 0:00;38;751;4
10/03/2023 0:00;71;790;4
23/11/2011 0:00;48;645;4
24/06/2010 0:00;36;487;4
23/11/2011 0:00;64;1013;4
15/12/2012 0:00;84;774;4
24/06/2010 0:00;26;733;4
15/12/2012 0:00;61;1063;4
24/06/2010 0:00;28;823;4
03/11/2010 0:00;35;841;4
08/05/2015 0:00;47;910;4
03/11/2010 0:00;30;405;4
30/03/2012 0:00;39;527;4
24/06/2010 0:00;35;202;4
30/03/2012 0:00;44;367;4
28/11/2019 0:00;31;379;4
28/06/2017 0:00;28;161;4
03/11/2010 0:00;27;570;4
30/12/2014 0:00;42;357;4
23/11/2011 0:00;41;312;4
28/11/2019 0:00;30;580;4
15/12/2012 0:00;67;518;4
30/12/2014 0:00;53;391;4
29/08/2013 0:00;30;343;4
29/08/2013 0:00;37;483;4
15/12/2012 0:00;34;391;4
25/04/2013 0:00;40;267;4
29/08/2013 0:00;20;309;4
10/03/2023 0:00;53;403;4
08/05/2015 0:00;40;550;4
15/09/2015 0:00;45;531;4
20/12/2013 0:00;37;295;4
08/05/2015 0:00;44;521;4
16/07/2018 0:00;68;471;4
15/09/2015 0:00;25;857;4
10/03/2023 0:00;32;1058;4
10/03/2023 0:00;66;647;4
04/09/2014 0:00;53;885;4
08/05/2015 0:00;55;736;4
22/03/2019 0:00;62;688;4
27/10/2020 0:00;74;908;4
22/03/2019 0:00;28;800;4
01/03/2018 0:00;44;839;4
23/02/2017 0:00;65;517;4
10/03/2023 0:00;26;187;4
27/10/2020 0:00;25;423;4
23/02/2017 0:00;69;378;4
10/03/2023 0:00;53;440;4
25/06/2020 0:00;26;478;4
01/03/2018 0:00;29;483;4
10/03/2023 0:00;46;379;4
19/11/2018 0:00;31;389;4
01/03/2018 0:00;35;520;4
26/07/2019 0:00;50;233;4
28/11/2019 0:00;65;285;4
28/11/2019 0:00;68;356;4
25/06/2021 0:00;38;451;4
10/03/2023 0:00;50;179;4
10/03/2023 0:00;56;439;4
25/06/2021 0:00;71;482;4
25/06/2021 0:00;22;403;4
27/10/2020 0:00;45;201;4
25/02/2021 0:00;26;533;4
08/11/2022 0:00;24;279;4
08/11/2022 0:00;27;210;4
10/03/2023 0:00;55;590;4
10/03/2023 0:00;48;854;4
28/05/2015 0:00;62;667;4
26/07/2006 0:00;55;603;8
29/01/2006 0:00;39;606;8
08/09/2005 0:00;43;1116;8
29/01/2006 0:00;52;450;8
28/02/2008 0:00;47;924;8
29/01/2006 0:00;48;811;8
29/01/2006 0:00;20;986;8
29/01/2006 0:00;58;955;8
15/02/2007 0:00;43;587;8
15/02/2007 0:00;20;648;8
04/03/2011 0:00;46;733;4
22/06/2007 0:00;37;588;8
15/02/2007 0:00;22;598;8
25/10/2007 0:00;20;637;8
25/10/2007 0:00;39;1046;8
15/02/2007 0:00;30;632;8
26/07/2006 0:00;59;879;8
22/06/2007 0:00;26;827;8
15/12/2009 0:00;43;989;4
28/12/2011 0:00;44;859;4
05/11/2008 0:00;37;572;8
22/06/2007 0:00;50;856;8
25/10/2007 0:00;19;792;8
05/11/2008 0:00;40;595;8
05/11/2008 0:00;49;575;8
05/11/2008 0:00;21;973;8
28/12/2011 0:00;46;1134;4
22/06/2007 0:00;29;709;8
05/11/2008 0:00;20;820;8
27/07/2009 0:00;43;617;8
28/05/2015 0:00;60;793;4
06/05/2010 0:00;45;813;4
06/05/2010 0:00;24;788;4
19/03/2009 0:00;45;655;8
05/11/2008 0:00;53;761;8
05/11/2008 0:00;40;946;8
01/07/2008 0:00;26;621;8
15/12/2009 0:00;43;642;4
01/07/2008 0:00;35;866;8
06/05/2010 0:00;51;943;4
05/11/2008 0:00;42;1035;8
06/05/2010 0:00;50;589;4
27/07/2009 0:00;48;938;8
05/11/2008 0:00;45;1127;8
05/11/2008 0:00;20;818;8
05/11/2008 0:00;23;614;8
19/03/2009 0:00;37;874;8
22/09/2010 0:00;68;871;4
27/07/2009 0:00;34;982;8
22/09/2010 0:00;44;477;4
22/09/2010 0:00;39;535;4
22/09/2010 0:00;38;182;4
28/05/2015 0:00;30;225;4
08/08/2011 0:00;30;248;4
28/12/2011 0:00;24;190;4
27/11/2014 0:00;57;433;4
28/12/2011 0:00;48;225;4
28/05/2015 0:00;55;608;4
24/07/2012 0:00;35;537;4
13/09/2013 0:00;36;223;4
28/12/2011 0:00;59;469;4
28/05/2015 0:00;52;430;4
27/11/2014 0:00;44;401;4
28/05/2015 0:00;77;233;4
28/05/2015 0:00;53;551;4
27/11/2014 0:00;40;455;4
28/05/2015 0:00;67;206;4
28/05/2015 0:00;36;475;4
19/04/2006 0:00;43;510;8
22/10/2010 0:00;47;422;4
05/12/2012 0:00;40;279;4
31/08/2009 0:00;48;411;8
31/08/2009 0:00;45;468;8
22/10/2010 0:00;40;234;4
28/09/2007 0:00;45;714;8
23/03/2011 0:00;75;768;4
15/01/2010 0:00;44;996;4
22/10/2010 0:00;57;680;4
28/11/2008 0:00;60;1016;8
17/05/2007 0:00;45;774;8
16/04/2009 0:00;44;784;8
05/12/2012 0:00;59;745;4
05/12/2012 0:00;51;760;4
05/12/2012 0:00;70;707;4
05/12/2012 0:00;35;989;4
26/02/2008 0:00;60;912;8
16/04/2009 0:00;45;751;8
05/12/2012 0:00;47;852;4
05/12/2012 0:00;41;622;4
31/08/2009 0:00;47;571;8
05/12/2012 0:00;42;906;4
22/10/2010 0:00;51;662;4
15/06/2012 0:00;51;452;4
31/08/2009 0:00;41;180;8
15/06/2012 0:00;45;326;4
15/01/2010 0:00;42;427;4
05/12/2012 0:00;22;350;4
15/01/2010 0:00;44;314;4
05/12/2012 0:00;36;182;4
05/12/2012 0:00;36;165;4
05/12/2012 0:00;27;256;4
05/12/2012 0:00;64;519;4
05/12/2012 0:00;52;405;4
26/11/2021 0:00;73;517;4
26/11/2014 0:00;50;205;4
19/04/2023 0:00;66;163;4
23/03/2011 0:00;65;537;4
28/03/2016 0:00;43;194;4
24/11/2009 0:00;36;408;4
22/07/2011 0:00;53;504;4
23/03/2011 0:00;53;376;4
22/03/2007 0:00;41;384;8
19/04/2023 0:00;67;421;4
07/04/2022 0:00;75;189;4
23/11/2017 0:00;47;357;4
25/07/2014 0:00;50;525;4
22/03/2007 0:00;37;771;8
23/03/2011 0:00;44;1122;4
01/04/2008 0:00;29;627;8
18/07/2006 0:00;25;955;8
14/03/2006 0:00;47;823;8
26/03/2013 0:00;77;883;4
25/07/2013 0:00;33;726;4
21/07/2010 0:00;54;1043;4
23/03/2011 0:00;42;1002;4
18/07/2006 0:00;32;833;8
17/11/2006 0:00;30;900;8
11/08/2022 0:00;46;852;4
18/07/2006 0:00;26;557;8
19/04/2023 0:00;60;828;4
10/11/2020 0:00;40;1023;4
19/04/2023 0:00;52;948;4
27/11/2007 0:00;69;972;8
24/07/2007 0:00;24;638;8
27/11/2007 0:00;33;457;8
19/04/2023 0:00;33;408;4
19/04/2023 0:00;57;366;4
24/11/2012 0:00;48;195;4
26/03/2009 0:00;46;258;8
27/03/2015 0:00;55;428;4
22/07/2011 0:00;59;387;4
28/03/2014 0:00;42;467;4
26/03/2018 0:00;42;291;4
26/11/2021 0:00;45;506;4
25/07/2012 0:00;58;349;4
26/03/2013 0:00;40;222;4
26/03/2013 0:00;66;219;4
26/07/2016 0:00;48;288;4
24/07/2015 0:00;59;442;4
26/11/2014 0:00;45;206;4
28/11/2018 0:00;51;298;4
19/04/2023 0:00;35;380;4
29/03/2019 0:00;25;318;4
27/03/2017 0:00;36;279;4
24/11/2016 0:00;23;225;4
19/04/2023 0:00;44;437;4
29/03/2019 0:00;39;549;4
07/10/2022 0:00;52;1014;4
03/09/2010 0:00;23;455;4
03/09/2010 0:00;48;595;4
25/07/2007 0:00;27;513;8
27/11/2017 0:00;41;453;4
25/07/2007 0:00;43;288;8
07/10/2022 0:00;54;423;4
23/03/2007 0:00;42;191;8
23/03/2007 0:00;34;336;8
25/07/2007 0:00;57;424;8
12/12/2008 0:00;35;377;8
29/11/2007 0:00;48;474;8
10/04/2008 0:00;38;364;8
18/08/2009 0:00;47;258;8
10/04/2008 0:00;24;215;8
10/04/2008 0:00;22;526;8
03/09/2010 0:00;27;281;4
10/04/2008 0:00;23;166;8
18/01/2011 0:00;30;398;4
23/12/2009 0:00;65;322;4
15/04/2009 0:00;31;366;8
03/09/2010 0:00;56;495;4
03/09/2010 0:00;35;265;4
15/04/2009 0:00;68;194;8
15/04/2009 0:00;35;629;8
23/12/2009 0:00;21;927;4
18/01/2011 0:00;32;878;4
03/09/2010 0:00;29;564;4
03/09/2010 0:00;33;1073;4
03/09/2010 0:00;30;751;4
17/04/2019 0:00;71;565;4
01/02/2012 0:00;20;799;4
28/09/2011 0:00;20;984;4
28/09/2011 0:00;45;939;4
28/09/2011 0:00;65;717;4
31/03/2015 0:00;48;652;4
18/06/2013 0:00;41;826;4
30/11/2015 0:00;52;780;4
05/10/2012 0:00;36;552;4
18/06/2013 0:00;33;615;4
05/10/2012 0:00;36;677;4
05/10/2012 0:00;66;984;4
29/11/2016 0:00;52;956;4
25/11/2014 0:00;26;520;4
29/10/2013 0:00;51;635;4
12/03/2014 0:00;28;964;4
27/07/2016 0:00;38;740;4
29/10/2013 0:00;28;754;4
25/11/2014 0:00;25;1100;4
29/10/2013 0:00;31;647;4
25/11/2014 0:00;34;977;4
25/11/2014 0:00;47;952;4
30/11/2015 0:00;46;836;4
17/04/2019 0:00;71;942;4
29/11/2016 0:00;37;658;4
07/10/2022 0:00;51;275;4
25/11/2014 0:00;34;505;4
30/11/2015 0:00;56;570;4
26/04/2022 0:00;46;401;4
19/12/2019 0:00;47;284;4
19/12/2019 0:00;46;175;4
30/03/2016 0:00;23;505;4
17/04/2019 0:00;31;571;4
19/12/2019 0:00;55;517;4
17/04/2019 0:00;40;396;4
03/08/2018 0:00;28;421;4
26/04/2022 0:00;46;518;4
21/08/2019 0:00;27;382;4
26/04/2022 0:00;38;505;4
07/10/2022 0:00;23;449;4
12/12/2018 0:00;20;301;4
12/12/2018 0:00;29;329;4
21/08/2019 0:00;36;281;4
12/12/2018 0:00;27;376;4
12/12/2018 0:00;24;191;4
16/12/2011 0:00;45;410;4
20/07/2007 0:00;32;310;8
14/11/2006 0:00;49;279;8
11/04/2008 0:00;48;333;8
16/12/2011 0:00;44;247;4
27/07/2010 0:00;35;544;4
11/04/2008 0:00;57;204;8
20/07/2007 0:00;29;347;8
19/03/2007 0:00;30;348;8
29/08/2008 0:00;44;555;8
27/07/2010 0:00;42;482;4
20/07/2007 0:00;48;492;8
29/08/2008 0:00;61;218;8
29/08/2008 0:00;61;396;8
14/02/2023 0:00;39;407;4
29/01/2009 0:00;28;346;8
14/05/2021 0:00;55;203;4
19/12/2019 0:00;47;278;4
19/12/2016 0:00;44;272;4
16/12/2011 0:00;35;246;4
02/01/2019 0:00;51;236;4
20/12/2017 0:00;49;218;4
20/10/2009 0:00;27;202;4
10/05/2019 0:00;46;287;4
14/02/2023 0:00;49;229;4
29/01/2009 0:00;39;370;8
27/01/2022 0:00;47;319;4
14/05/2021 0:00;44;348;4
23/08/2012 0:00;43;307;4
20/12/2012 0:00;68;308;4
14/02/2023 0:00;49;545;4
20/10/2009 0:00;52;299;4
22/08/2016 0:00;65;317;4
18/12/2015 0:00;61;554;4
27/07/2010 0:00;31;416;4
13/04/2011 0:00;39;248;4
20/12/2014 0:00;50;186;4
09/12/2010 0:00;22;205;4
20/12/2014 0:00;45;296;4
14/05/2021 0:00;48;186;4
26/04/2013 0:00;33;293;4
18/04/2012 0:00;52;406;4
14/02/2023 0:00;61;475;4
20/12/2013 0:00;29;405;4
20/12/2012 0:00;27;318;4
20/12/2014 0:00;23;279;4
22/08/2018 0:00;37;438;4
25/04/2014 0:00;59;239;4
19/12/2019 0:00;26;240;4
14/02/2023 0:00;27;463;4
14/02/2023 0:00;60;227;4
02/01/2019 0:00;32;570;4
02/01/2019 0:00;32;549;4
02/09/2019 0:00;21;275;4
14/02/2023 0:00;23;241;4
10/05/2019 0:00;53;224;4
14/02/2023 0:00;42;363;4
02/09/2019 0:00;35;419;4
19/08/2020 0:00;62;298;4
30/05/2022 0:00;66;521;4
30/05/2022 0:00;33;421;4
14/02/2023 0:00;42;321;4
14/02/2023 0:00;60;491;4
14/02/2023 0:00;41;218;4
06/10/2022 0:00;43;486;4
14/02/2023 0:00;42;262;4
14/02/2023 0:00;21;581;4
17/01/2006 0:00;53;502;8
09/09/2005 0:00;45;515;8
26/11/2010 0:00;53;300;4
26/11/2010 0:00;59;348;4
25/05/2010 0:00;36;377;4
14/06/2007 0:00;40;575;8
17/01/2012 0:00;57;412;4
09/09/2005 0:00;44;473;8
09/09/2005 0:00;33;334;8
26/11/2010 0:00;39;254;4
17/01/2012 0:00;60;233;4
17/01/2012 0:00;46;349;4
26/11/2010 0:00;37;217;4
17/01/2006 0:00;46;343;8
09/12/2009 0:00;37;480;4
25/05/2006 0:00;47;200;8
29/09/2006 0:00;42;271;8
25/05/2006 0:00;28;206;8
07/11/2008 0:00;38;236;8
29/09/2006 0:00;25;442;8
17/01/2012 0:00;56;481;4
22/10/2007 0:00;44;182;8
09/12/2009 0:00;29;311;4
17/01/2006 0:00;28;412;8
14/06/2007 0:00;37;436;8
25/05/2010 0:00;59;386;4
09/12/2009 0:00;50;244;4
17/01/2012 0:00;42;406;4
26/11/2010 0:00;32;528;4
07/11/2008 0:00;43;523;8
05/02/2007 0:00;34;557;8
25/05/2010 0:00;25;298;4
26/11/2010 0:00;37;275;4
28/02/2008 0:00;36;181;8
05/02/2007 0:00;37;233;8
28/02/2008 0:00;38;471;8
28/02/2008 0:00;34;204;8
04/07/2008 0:00;27;507;8
22/10/2007 0:00;41;253;8
29/09/2006 0:00;31;432;8
28/02/2008 0:00;46;460;8
04/07/2008 0:00;49;490;8
28/02/2008 0:00;19;448;8
04/07/2008 0:00;36;496;8
29/09/2006 0:00;30;389;8
28/02/2008 0:00;40;393;8
09/12/2009 0:00;56;214;4
07/11/2008 0:00;33;490;8
04/07/2008 0:00;50;179;8
28/02/2008 0:00;33;577;8
04/07/2008 0:00;48;369;8
25/05/2010 0:00;29;542;4
28/02/2008 0:00;39;467;8
04/07/2008 0:00;61;396;8
26/11/2010 0:00;50;216;4
07/11/2008 0:00;29;318;8
07/11/2008 0:00;29;352;8
07/11/2008 0:00;28;279;8
25/05/2010 0:00;37;438;4
17/01/2012 0:00;31;199;4
12/09/2011 0:00;43;294;4
17/01/2012 0:00;33;395;4
17/01/2012 0:00;28;539;4
17/01/2012 0:00;26;299;4
17/01/2012 0:00;28;502;4
30/12/2019 0:00;66;434;4
02/12/2005 0:00;53;428;8
24/04/2023 0:00;52;248;4
02/12/2005 0:00;34;221;8
17/11/2020 0:00;57;248;4
11/08/2009 0:00;79;235;8
19/08/2016 0:00;37;235;4
09/04/2008 0:00;38;373;8
07/08/2006 0:00;37;325;8
14/08/2012 0:00;38;544;4
07/08/2006 0:00;33;270;8
22/03/2021 0:00;51;518;4
14/07/2020 0:00;49;374;4
02/12/2005 0:00;35;385;8
24/04/2023 0:00;51;206;4
02/12/2005 0:00;32;378;8
02/12/2005 0:00;36;401;8
09/04/2008 0:00;27;315;8
10/12/2009 0:00;37;525;4
13/04/2010 0:00;35;257;4
13/04/2010 0:00;54;200;4
02/12/2005 0:00;52;285;8
20/08/2014 0:00;56;365;4
07/08/2006 0:00;30;531;8
27/08/2019 0:00;68;346;4
07/08/2006 0:00;35;460;8
05/12/2008 0:00;39;435;8
07/08/2006 0:00;39;473;8
14/07/2020 0:00;69;491;4
24/04/2023 0:00;60;202;4
21/08/2007 0:00;52;521;8
30/12/2019 0:00;53;427;4
21/08/2007 0:00;46;433;8
18/04/2007 0:00;39;327;8
06/08/2008 0:00;41;353;8
06/08/2008 0:00;34;375;8
19/08/2016 0:00;51;198;4
17/12/2014 0:00;48;389;4
13/04/2012 0:00;38;235;4
13/12/2012 0:00;45;596;4
24/08/2011 0:00;50;468;4
13/12/2012 0:00;32;534;4
24/04/2019 0:00;55;461;4
11/08/2009 0:00;36;591;8
13/04/2010 0:00;34;302;4
19/04/2011 0:00;35;285;4
24/04/2023 0:00;58;282;4
13/12/2011 0:00;29;351;4
16/04/2013 0:00;40;329;4
20/08/2014 0:00;32;468;4
17/12/2015 0:00;62;421;4
13/12/2012 0:00;74;218;4
24/04/2023 0:00;55;390;4
19/04/2011 0:00;29;483;4
13/12/2012 0:00;37;189;4
27/08/2019 0:00;56;481;4
17/12/2014 0:00;40;455;4
27/08/2019 0:00;67;322;4
17/12/2015 0:00;56;250;4
19/08/2016 0:00;62;203;4
22/03/2021 0:00;56;512;4
24/04/2023 0:00;50;411;4
27/07/2021 0:00;53;371;4
23/08/2018 0:00;51;464;4
24/04/2019 0:00;58;218;4
30/12/2019 0:00;38;177;4
24/04/2023 0:00;25;208;4
24/04/2023 0:00;38;404;4
24/04/2023 0:00;69;553;4
02/07/2009 0:00;62;218;8
26/03/2010 0:00;52;224;4
19/12/2007 0:00;39;216;8
19/12/2007 0:00;66;323;8
09/03/2006 0:00;57;354;8
17/10/2008 0:00;62;269;8
29/03/2007 0:00;57;366;8
21/04/2023 0:00;74;183;4
18/07/2006 0:00;60;485;8
28/10/2005 0:00;45;396;8
26/03/2010 0:00;49;377;4
28/10/2005 0:00;63;405;8
19/12/2007 0:00;50;296;8
29/03/2007 0:00;36;358;8
28/10/2005 0:00;26;355;8
28/10/2005 0:00;53;249;8
29/03/2007 0:00;66;474;8
29/03/2007 0:00;36;302;8
26/03/2010 0:00;67;294;4
29/03/2007 0:00;38;375;8
20/02/2009 0:00;52;537;8
04/11/2009 0:00;45;485;4
17/10/2008 0:00;30;413;8
07/08/2007 0:00;37;242;8
21/04/2023 0:00;51;261;4
21/05/2008 0:00;25;374;8
29/03/2007 0:00;36;292;8
20/02/2009 0:00;29;228;8
29/03/2007 0:00;41;275;8
17/10/2008 0:00;38;284;8
26/03/2010 0:00;48;487;4
22/11/2006 0:00;33;305;8
14/10/2010 0:00;39;302;4
17/10/2008 0:00;52;278;8
21/05/2008 0:00;22;600;8
17/10/2008 0:00;51;340;8
14/10/2010 0:00;42;369;4
17/10/2008 0:00;31;227;8
17/10/2008 0:00;30;190;8
26/03/2010 0:00;63;255;4
04/11/2009 0:00;59;436;4
21/04/2023 0:00;53;265;4
26/03/2010 0:00;42;339;4
18/02/2011 0:00;45;151;4
26/03/2010 0:00;29;375;4
31/05/2018 0:00;59;228;4
04/11/2009 0:00;48;346;4
16/01/2014 0:00;49;441;4
02/10/2019 0:00;38;489;4
29/03/2012 0:00;39;451;4
10/11/2011 0:00;62;367;4
16/01/2014 0:00;25;342;4
18/02/2011 0:00;19;446;4
10/11/2011 0:00;31;420;4
27/08/2012 0:00;36;488;4
29/03/2012 0:00;34;442;4
18/02/2011 0:00;19;195;4
10/11/2011 0:00;73;275;4
28/06/2011 0:00;38;523;4
29/03/2012 0:00;41;383;4
28/06/2011 0:00;26;454;4
23/08/2022 0:00;41;487;4
22/10/2014 0:00;23;448;4
16/01/2014 0:00;32;309;4
16/01/2014 0:00;22;207;4
30/04/2013 0:00;27;476;4
16/01/2014 0:00;22;596;4
16/01/2014 0:00;47;426;4
16/01/2014 0:00;29;479;4
16/01/2014 0:00;25;263;4
21/04/2023 0:00;73;180;4
19/09/2017 0:00;29;320;4
08/08/2016 0:00;39;304;4
10/03/2015 0:00;31;309;4
19/09/2017 0:00;42;428;4
15/07/2015 0:00;69;393;4
22/01/2018 0:00;28;339;4
17/11/2015 0:00;28;274;4
17/04/2017 0:00;29;541;4
31/05/2018 0:00;37;450;4
19/09/2017 0:00;49;320;4
22/01/2018 0:00;49;360;4
22/01/2018 0:00;27;278;4
21/04/2023 0:00;36;361;4
21/04/2023 0:00;61;363;4
27/04/2022 0:00;33;223;4
21/04/2023 0:00;61;454;4
21/04/2023 0:00;30;326;4
02/10/2019 0:00;56;541;4
11/02/2020 0:00;21;461;4
11/02/2020 0:00;40;429;4
25/08/2021 0:00;24;454;4
23/12/2021 0:00;33;278;4
23/08/2022 0:00;51;581;4
16/12/2022 0:00;36;384;4
16/12/2022 0:00;41;599;4
21/04/2023 0:00;28;223;4
31/08/2007 0:00;49;246;8
27/01/2006 0:00;59;321;8
21/06/2006 0:00;49;345;8
18/04/2007 0:00;62;174;8
21/06/2006 0:00;49;507;8
31/08/2007 0:00;42;390;8
21/06/2006 0:00;38;412;8
21/06/2006 0:00;42;232;8
31/08/2007 0:00;22;220;8
18/04/2007 0:00;38;174;8
27/01/2006 0:00;38;363;8
31/08/2007 0:00;45;436;8
21/06/2006 0:00;45;438;8
31/08/2007 0:00;42;293;8
28/11/2006 0:00;52;238;8
31/08/2007 0:00;41;207;8
18/04/2007 0:00;51;505;8
27/01/2006 0:00;45;388;8
31/08/2007 0:00;31;178;8
31/08/2007 0:00;55;409;8
31/08/2007 0:00;43;318;8
31/08/2007 0:00;19;486;8
18/04/2007 0:00;57;238;8
