Ideconomico;FechaPrestamo;EdadPrestamo;MontoPrestado;Cuotas;;;;
1690;17/11/2015 0:00;28;274;4;;;;
1691;17/04/2017 0:00;29;541;4;;;;
1692;31/05/2018 0:00;37;450;4;;;;
1693;19/09/2017 0:00;49;320;4;;;;
1694;22/01/2018 0:00;49;360;4;;;;
1695;22/01/2018 0:00;27;278;4;;;;
1696;21/04/2023 0:00;36;361;4;;;;
1697;21/04/2023 0:00;61;363;4;;;;
1698;27/04/2022 0:00;33;223;4;;;;
1699;21/04/2023 0:00;61;454;4;;;;
1700;21/04/2023 0:00;30;326;4;;;;
1701;02/10/2019 0:00;56;541;4;;;;
1702;11/02/2020 0:00;21;461;4;;;;
1703;11/02/2020 0:00;40;429;4;;;;
1704;25/08/2021 0:00;24;454;4;;;;
1705;23/12/2021 0:00;33;278;4;;;;
1706;23/08/2022 0:00;51;581;4;;;;
1707;16/12/2022 0:00;36;384;4;;;;
1708;16/12/2022 0:00;41;599;4;;;;
1709;21/04/2023 0:00;28;223;4;;;;
1710;31/08/2007 0:00;49;246;8;;;;
1711;27/01/2006 0:00;59;321;8;;;;
1712;21/06/2006 0:00;49;345;8;;;;
1713;18/04/2007 0:00;62;174;8;;;;
1714;21/06/2006 0:00;49;507;8;;;;
1715;31/08/2007 0:00;42;390;8;;;;
1716;21/06/2006 0:00;38;412;8;;;;
1717;21/06/2006 0:00;42;232;8;;;;
1718;31/08/2007 0:00;22;220;8;;;;
1719;18/04/2007 0:00;38;174;8;;;;
1720;27/01/2006 0:00;38;363;8;;;;
1721;31/08/2007 0:00;45;436;8;;;;
1722;21/06/2006 0:00;45;438;8;;;;
1723;31/08/2007 0:00;42;293;8;;;;
1724;28/11/2006 0:00;52;238;8;;;;
1725;31/08/2007 0:00;41;207;8;;;;
1726;18/04/2007 0:00;51;505;8;;;;
1727;27/01/2006 0:00;45;388;8;;;;
1728;31/08/2007 0:00;31;178;8;;;;
1729;31/08/2007 0:00;55;409;8;;;;
1730;31/08/2007 0:00;43;318;8;;;;
1731;31/08/2007 0:00;19;486;8;;;;
1732;18/04/2007 0:00;57;238;8;;;;
1733;31/08/2007 0:00;42;556;8;;;;
1734;28/11/2006 0:00;66;572;8;;;;
1735;31/08/2007 0:00;41;180;8;;;;
1736;31/08/2007 0:00;57;325;8;;;;
1737;31/08/2007 0:00;30;344;8;;;;
1738;31/08/2007 0:00;34;469;8;;;;
1739;28/11/2006 0:00;38;408;8;;;;
1740;18/04/2007 0:00;55;272;8;;;;
1741;31/08/2007 0:00;32;502;8;;;;
1742;31/08/2007 0:00;43;380;8;;;;
1743;18/04/2007 0:00;50;412;8;;;;
1744;31/08/2007 0:00;26;414;8;;;;
1745;31/08/2007 0:00;19;286;8;;;;
1746;31/08/2007 0:00;33;475;8;;;;
1747;09/09/2020 0:00;53;347;4;;;;
1748;27/12/2019 0:00;78;410;4;;;;
1749;09/09/2020 0:00;52;395;4;;;;
1750;30/09/2008 0:00;63;437;8;;;;
1751;07/10/2005 0:00;67;460;8;;;;
1752;09/12/2011 0:00;50;470;4;;;;
1753;06/09/2012 0:00;54;324;4;;;;
1754;08/07/2010 0:00;38;197;4;;;;
1755;02/10/2014 0:00;56;345;4;;;;
1756;27/07/2007 0:00;34;527;8;;;;
1757;27/07/2007 0:00;29;209;8;;;;
1758;20/06/2006 0:00;29;309;8;;;;
1759;17/12/2007 0:00;47;194;8;;;;
1760;30/11/2016 0:00;63;189;4;;;;
1761;09/09/2020 0:00;43;233;4;;;;
1762;08/05/2008 0:00;42;426;8;;;;
1763;27/09/2013 0:00;47;396;4;;;;
1764;09/02/2006 0:00;34;299;8;;;;
1765;10/03/2016 0:00;61;309;4;;;;
1766;21/03/2007 0:00;23;342;8;;;;
1767;09/02/2006 0:00;50;312;8;;;;
1768;31/10/2006 0:00;51;429;8;;;;
1769;17/12/2007 0:00;37;263;8;;;;
1770;09/09/2020 0:00;59;199;4;;;;
1771;26/04/2018 0:00;36;598;4;;;;
1772;21/12/2017 0:00;73;271;4;;;;
1773;27/07/2007 0:00;33;515;8;;;;
1774;08/05/2008 0:00;32;522;8;;;;
1775;25/04/2012 0:00;25;500;4;;;;
1776;27/07/2007 0:00;45;384;8;;;;
1777;27/07/2007 0:00;35;385;8;;;;
1778;25/03/2011 0:00;31;185;4;;;;
1779;17/12/2007 0:00;45;433;8;;;;
1780;29/10/2015 0:00;43;350;4;;;;
1781;30/09/2008 0:00;22;362;8;;;;
1782;30/09/2008 0:00;34;447;8;;;;
1783;27/09/2013 0:00;27;199;4;;;;
1784;27/09/2013 0:00;26;382;4;;;;
1785;11/11/2010 0:00;31;387;4;;;;
1786;27/09/2013 0:00;30;388;4;;;;
1787;10/06/2009 0:00;56;215;8;;;;
1788;05/02/2009 0:00;48;444;8;;;;
1789;25/02/2010 0:00;30;282;4;;;;
1790;10/06/2009 0:00;41;515;8;;;;
1791;04/08/2011 0:00;35;357;4;;;;
1792;08/07/2010 0:00;21;222;4;;;;
1793;27/09/2013 0:00;32;366;4;;;;
1794;24/05/2013 0:00;75;287;4;;;;
1795;08/07/2010 0:00;51;431;4;;;;
1796;09/12/2011 0:00;39;212;4;;;;
1797;09/12/2011 0:00;29;277;4;;;;
1798;25/03/2011 0:00;36;364;4;;;;
1799;18/01/2013 0:00;27;348;4;;;;
1800;06/09/2012 0:00;68;306;4;;;;
1801;09/12/2011 0:00;18;320;4;;;;
1802;27/09/2013 0:00;21;410;4;;;;
1803;06/09/2012 0:00;44;296;4;;;;
1804;24/05/2013 0:00;27;424;4;;;;
1805;27/12/2019 0:00;40;354;4;;;;
1806;27/09/2013 0:00;50;567;4;;;;
1807;09/09/2020 0:00;66;532;4;;;;
1808;22/07/2016 0:00;26;508;4;;;;
1809;27/09/2013 0:00;39;211;4;;;;
1810;29/05/2014 0:00;48;188;4;;;;
1811;26/06/2015 0:00;43;520;4;;;;
1812;27/12/2019 0:00;24;286;4;;;;
1813;27/12/2019 0:00;40;355;4;;;;
1814;27/12/2019 0:00;19;281;4;;;;
1815;27/12/2019 0:00;20;378;4;;;;
1816;27/12/2019 0:00;23;380;4;;;;
1817;09/09/2020 0:00;46;308;4;;;;
1818;28/08/2019 0:00;30;203;4;;;;
1819;27/12/2019 0:00;62;579;4;;;;
1820;28/08/2019 0:00;42;389;4;;;;
1821;27/12/2019 0:00;35;763;4;;;;
1822;31/05/2007 0:00;41;702;8;;;;
1823;30/06/2020 0:00;79;650;4;;;;
1824;10/02/2023 0:00;59;567;4;;;;
1825;10/02/2023 0:00;62;545;4;;;;
1826;27/12/2005 0:00;53;782;8;;;;
1827;14/09/2006 0:00;59;800;8;;;;
1828;10/02/2023 0:00;56;706;4;;;;
1829;10/02/2023 0:00;70;729;4;;;;
1830;14/09/2006 0:00;30;834;8;;;;
1831;17/11/2011 0:00;77;874;4;;;;
1832;12/07/2011 0:00;41;616;4;;;;
1833;31/05/2007 0:00;45;918;8;;;;
1834;24/01/2007 0:00;54;702;8;;;;
1835;14/09/2006 0:00;58;771;8;;;;
1836;29/08/2013 0:00;79;710;4;;;;
1837;27/12/2005 0:00;25;659;8;;;;
1838;31/05/2007 0:00;35;933;8;;;;
1839;25/05/2018 0:00;54;957;4;;;;
1840;10/02/2023 0:00;64;191;4;;;;
1841;27/12/2005 0:00;53;404;8;;;;
1842;29/08/2013 0:00;59;468;4;;;;
1843;31/05/2007 0:00;32;454;8;;;;
1844;14/09/2006 0:00;37;371;8;;;;
1845;14/09/2006 0:00;56;542;8;;;;
1846;31/05/2007 0:00;47;282;8;;;;
1847;11/02/2009 0:00;52;491;8;;;;
1848;07/03/2011 0:00;51;340;4;;;;
1849;29/09/2014 0:00;66;341;4;;;;
1850;31/05/2007 0:00;30;410;8;;;;
1851;31/05/2007 0:00;40;470;8;;;;
1852;26/06/2015 0:00;51;434;4;;;;
1853;09/06/2008 0:00;48;314;8;;;;
1854;10/02/2023 0:00;58;269;4;;;;
1855;09/06/2008 0:00;39;298;8;;;;
1856;19/10/2009 0:00;27;435;4;;;;
1857;22/03/2012 0:00;52;428;4;;;;
1858;30/06/2020 0:00;43;254;4;;;;
1859;29/08/2013 0:00;41;585;4;;;;
1860;09/06/2008 0:00;46;460;8;;;;
1861;05/08/2022 0:00;51;292;4;;;;
1862;10/10/2008 0:00;29;278;8;;;;
1863;30/10/2019 0:00;84;298;4;;;;
1864;30/10/2019 0:00;65;504;4;;;;
1865;10/10/2008 0:00;57;321;8;;;;
1866;17/04/2013 0:00;47;215;4;;;;
1867;11/02/2009 0:00;38;309;8;;;;
1868;11/02/2009 0:00;53;568;8;;;;
1869;11/02/2009 0:00;51;232;8;;;;
1870;30/10/2019 0:00;52;429;4;;;;
1871;29/08/2013 0:00;30;402;4;;;;
1872;25/05/2018 0:00;68;364;4;;;;
1873;12/07/2011 0:00;33;314;4;;;;
1874;17/04/2013 0:00;28;458;4;;;;
1875;29/09/2014 0:00;56;543;4;;;;
1876;10/02/2023 0:00;60;413;4;;;;
1877;03/01/2014 0:00;41;203;4;;;;
1878;30/11/2012 0:00;73;403;4;;;;
1879;17/04/2013 0:00;32;393;4;;;;
1880;17/04/2013 0:00;33;196;4;;;;
1881;22/05/2014 0:00;57;427;4;;;;
1882;26/07/2012 0:00;66;250;4;;;;
1883;26/06/2015 0:00;32;310;4;;;;
1884;17/04/2013 0:00;41;336;4;;;;
1885;30/11/2012 0:00;36;481;4;;;;
1886;26/06/2015 0:00;63;178;4;;;;
1887;03/01/2014 0:00;44;188;4;;;;
1888;10/02/2023 0:00;34;204;4;;;;
1889;26/06/2015 0:00;28;476;4;;;;
1890;13/02/2015 0:00;30;439;4;;;;
1891;12/01/2018 0:00;51;518;4;;;;
1892;30/10/2019 0:00;65;472;4;;;;
1893;21/07/2021 0:00;51;306;4;;;;
1894;30/10/2019 0:00;31;320;4;;;;
1895;28/09/2018 0:00;71;377;4;;;;
1896;05/08/2022 0:00;55;316;4;;;;
1897;10/02/2023 0:00;53;441;4;;;;
1898;16/03/2021 0:00;65;207;4;;;;
1899;16/03/2021 0:00;32;386;4;;;;
1900;10/02/2023 0:00;37;564;4;;;;
1901;05/08/2022 0:00;18;298;4;;;;
1902;28/12/2005 0:00;44;283;8;;;;
1903;28/12/2005 0:00;52;458;8;;;;
1904;11/05/2006 0:00;44;227;8;;;;
1905;28/12/2005 0:00;40;554;8;;;;
1906;28/12/2005 0:00;49;427;8;;;;
1907;11/05/2006 0:00;28;443;8;;;;
1908;11/05/2006 0:00;30;384;8;;;;
1909;20/11/2015 0:00;52;332;4;;;;
1910;22/01/2007 0:00;48;208;8;;;;
1911;13/04/2010 0:00;45;510;4;;;;
1912;22/09/2008 0:00;43;482;8;;;;
1913;22/09/2008 0:00;53;460;8;;;;
1914;07/05/2008 0:00;26;439;8;;;;
1915;11/05/2006 0:00;46;279;8;;;;
1916;07/08/2009 0:00;49;401;8;;;;
1917;05/09/2005 0:00;35;374;8;;;;
1918;22/09/2008 0:00;50;415;8;;;;
1919;08/06/2007 0:00;61;515;8;;;;
1920;11/05/2006 0:00;31;337;8;;;;
1921;13/03/2009 0:00;53;247;8;;;;
1922;22/09/2008 0:00;33;260;8;;;;
1923;14/09/2006 0:00;35;192;8;;;;
1924;13/03/2009 0:00;49;232;8;;;;
1925;22/01/2007 0:00;40;551;8;;;;
1926;22/09/2008 0:00;30;453;8;;;;
1927;07/05/2008 0:00;31;289;8;;;;
1928;11/05/2006 0:00;39;335;8;;;;
1929;31/10/2007 0:00;48;215;8;;;;
1930;22/01/2007 0:00;30;325;8;;;;
1931;13/03/2009 0:00;40;507;8;;;;
1932;02/03/2023 0:00;49;354;4;;;;
1933;08/06/2007 0:00;38;380;8;;;;
1934;31/10/2007 0:00;40;219;8;;;;
1935;02/03/2023 0:00;50;492;4;;;;
1936;07/01/2006 0:00;34;362;8;;;;
1937;02/03/2023 0:00;59;219;4;;;;
1938;22/09/2008 0:00;27;226;8;;;;
1939;08/06/2007 0:00;23;494;8;;;;
1940;31/10/2007 0:00;66;398;8;;;;
1941;07/05/2008 0:00;32;414;8;;;;
1942;11/05/2006 0:00;44;203;8;;;;
1943;23/10/2020 0:00;78;385;4;;;;
1944;15/10/2014 0:00;51;243;4;;;;
1945;24/07/2017 0:00;36;309;4;;;;
1946;31/10/2007 0:00;30;268;8;;;;
1947;08/06/2007 0:00;30;525;8;;;;
1948;10/12/2009 0:00;40;279;4;;;;
1949;14/09/2006 0:00;25;408;8;;;;
1950;31/10/2007 0:00;24;215;8;;;;
1951;22/01/2007 0:00;40;414;8;;;;
1952;22/09/2008 0:00;39;253;8;;;;
1953;31/10/2007 0:00;58;364;8;;;;
1954;31/10/2007 0:00;42;422;8;;;;
1955;07/05/2008 0:00;46;548;8;;;;
1956;28/04/2011 0:00;42;427;4;;;;
1957;22/09/2008 0:00;61;222;8;;;;
1958;31/10/2007 0:00;47;530;8;;;;
1959;22/09/2008 0:00;29;253;8;;;;
1960;17/08/2010 0:00;39;225;4;;;;
1961;31/10/2007 0:00;49;443;8;;;;
1962;07/05/2008 0:00;39;333;8;;;;
1963;08/07/2015 0:00;32;445;4;;;;
1964;07/05/2008 0:00;36;271;8;;;;
1965;31/10/2007 0:00;29;220;8;;;;
1966;08/06/2007 0:00;30;336;8;;;;
1967;07/05/2008 0:00;36;444;8;;;;
1968;22/01/2007 0:00;34;390;8;;;;
1969;22/09/2008 0:00;24;394;8;;;;
1970;07/05/2008 0:00;34;231;8;;;;
1971;22/09/2008 0:00;20;368;8;;;;
1972;07/05/2008 0:00;45;211;8;;;;
1973;24/07/2017 0:00;73;315;4;;;;
1974;07/05/2008 0:00;23;280;8;;;;
1975;08/06/2007 0:00;46;218;8;;;;
1976;31/10/2007 0:00;27;437;8;;;;
1977;09/01/2012 0:00;58;289;4;;;;
1978;02/03/2023 0:00;60;470;4;;;;
1979;31/10/2007 0:00;23;303;8;;;;
1980;07/05/2008 0:00;23;209;8;;;;
1981;08/06/2007 0:00;38;453;8;;;;
1982;07/05/2008 0:00;22;480;8;;;;
1983;07/05/2008 0:00;21;430;8;;;;
1984;17/08/2010 0:00;43;170;4;;;;
1985;22/09/2008 0:00;26;417;8;;;;
1986;07/05/2008 0:00;27;185;8;;;;
1987;31/10/2007 0:00;22;251;8;;;;
1988;31/10/2007 0:00;31;431;8;;;;
1989;22/09/2008 0:00;19;357;8;;;;
1990;07/05/2008 0:00;79;487;8;;;;
1991;22/09/2008 0:00;31;434;8;;;;
1992;31/10/2007 0:00;27;451;8;;;;
1993;28/04/2011 0:00;27;363;4;;;;
1994;22/09/2008 0:00;18;242;8;;;;
1995;21/09/2012 0:00;26;376;4;;;;
1996;25/01/2013 0:00;38;321;4;;;;
1997;29/03/2019 0:00;55;362;4;;;;
1998;21/09/2012 0:00;37;294;4;;;;
1999;20/11/2015 0:00;58;242;4;;;;
2000;28/04/2011 0:00;29;377;4;;;;
2001;10/12/2009 0:00;51;454;4;;;;
2002;13/04/2010 0:00;31;481;4;;;;
2003;17/08/2010 0:00;23;490;4;;;;
2004;28/02/2015 0:00;48;438;4;;;;
2005;26/10/2022 0:00;52;318;4;;;;
2006;25/01/2013 0:00;29;381;4;;;;
2007;29/11/2016 0:00;33;359;4;;;;
2008;21/09/2012 0:00;34;304;4;;;;
2009;26/07/2016 0:00;70;376;4;;;;
2010;02/09/2011 0:00;37;485;4;;;;
2011;21/12/2010 0:00;36;387;4;;;;
2012;02/09/2011 0:00;37;405;4;;;;
2013;18/05/2012 0:00;67;411;4;;;;
2014;02/03/2023 0:00;45;324;4;;;;
2015;08/07/2015 0:00;25;527;4;;;;
2016;29/05/2013 0:00;40;355;4;;;;
2017;15/10/2014 0:00;22;469;4;;;;
2018;24/07/2017 0:00;55;226;4;;;;
2019;28/02/2015 0:00;39;376;4;;;;
2020;28/02/2015 0:00;24;348;4;;;;
2021;28/02/2015 0:00;53;289;4;;;;
2022;24/07/2017 0:00;65;385;4;;;;
2023;02/03/2023 0:00;35;219;4;;;;
2024;02/03/2023 0:00;26;211;4;;;;
2025;29/11/2016 0:00;72;463;4;;;;
2026;02/03/2023 0:00;32;376;4;;;;
2027;21/08/2006 0:00;38;488;8;;;;
2028;12/01/2007 0:00;25;412;8;;;;
2029;08/04/2006 0:00;37;408;8;;;;
2030;08/04/2006 0:00;37;415;8;;;;
2031;17/05/2011 0:00;64;428;4;;;;
2032;27/11/2008 0:00;38;225;8;;;;
2033;17/05/2011 0:00;68;459;4;;;;
2034;12/01/2007 0:00;31;458;8;;;;
2035;12/01/2007 0:00;50;503;8;;;;
2036;12/06/2007 0:00;40;525;8;;;;
2037;25/07/2008 0:00;43;419;8;;;;
2038;17/05/2011 0:00;28;405;4;;;;
2039;20/11/2007 0:00;36;459;8;;;;
2040;25/07/2008 0:00;34;301;8;;;;
2041;27/11/2008 0:00;23;487;8;;;;
2042;25/07/2008 0:00;47;580;8;;;;
2043;20/11/2007 0:00;33;438;8;;;;
2044;25/07/2008 0:00;27;287;8;;;;
2045;25/07/2008 0:00;73;382;8;;;;
2046;25/03/2008 0:00;24;514;8;;;;
2047;27/11/2008 0:00;34;361;8;;;;
2048;17/05/2011 0:00;42;505;4;;;;
2049;27/11/2008 0:00;27;413;8;;;;
2050;15/12/2009 0:00;29;296;4;;;;
2051;27/11/2008 0:00;26;224;8;;;;
2052;24/07/2009 0:00;34;230;8;;;;
2053;27/11/2008 0:00;48;298;8;;;;
2054;27/11/2008 0:00;24;203;8;;;;
2055;28/12/2010 0:00;41;379;4;;;;
2056;15/12/2009 0:00;33;482;4;;;;
2057;17/05/2011 0:00;30;459;4;;;;
2058;17/05/2011 0:00;26;303;4;;;;
2059;28/12/2010 0:00;22;330;4;;;;
2060;17/05/2011 0:00;62;385;4;;;;
2061;17/05/2011 0:00;40;246;4;;;;
2062;17/05/2011 0:00;37;341;4;;;;
2063;16/12/2008 0:00;80;465;8;;;;
2064;17/02/2017 0:00;65;208;4;;;;
2065;12/12/2013 0:00;31;240;4;;;;
2066;31/10/2016 0:00;47;527;4;;;;
2067;05/07/2007 0:00;55;240;8;;;;
2068;16/12/2008 0:00;36;458;8;;;;
2069;12/12/2013 0:00;38;563;4;;;;
2070;19/10/2006 0:00;59;317;8;;;;
2071;23/09/2005 0:00;51;279;8;;;;
2072;16/12/2008 0:00;30;252;8;;;;
2073;01/10/2009 0:00;50;520;4;;;;
2074;14/06/2006 0:00;37;218;8;;;;
2075;23/09/2005 0:00;21;538;8;;;;
2076;10/02/2006 0:00;22;487;8;;;;
2077;25/03/2008 0:00;50;237;8;;;;
2078;17/02/2017 0:00;53;371;4;;;;
2079;25/03/2008 0:00;33;316;8;;;;
2080;25/03/2008 0:00;49;229;8;;;;
2081;17/02/2017 0:00;71;369;4;;;;
2082;10/02/2006 0:00;36;162;8;;;;
2083;14/06/2006 0:00;41;483;8;;;;
2084;14/06/2006 0:00;49;334;8;;;;
2085;23/09/2005 0:00;41;289;8;;;;
2086;19/10/2006 0:00;42;258;8;;;;
2087;14/06/2006 0:00;34;337;8;;;;
2088;13/11/2007 0:00;47;431;8;;;;
2089;12/12/2013 0:00;71;342;4;;;;
2090;26/02/2007 0:00;36;392;8;;;;
2091;20/02/2012 0:00;31;198;4;;;;
2092;19/10/2006 0:00;35;195;8;;;;
2093;06/05/2009 0:00;32;232;8;;;;
2094;26/02/2007 0:00;24;320;8;;;;
2095;26/02/2007 0:00;34;400;8;;;;
2096;07/08/2008 0:00;35;395;8;;;;
2097;12/12/2013 0:00;47;178;4;;;;
2098;07/08/2008 0:00;53;591;8;;;;
2099;17/02/2017 0:00;58;261;4;;;;
2100;24/03/2015 0:00;49;251;4;;;;
2101;13/11/2007 0:00;26;462;8;;;;
2102;06/05/2009 0:00;68;229;8;;;;
2103;06/05/2009 0:00;24;244;8;;;;
2104;26/02/2010 0:00;34;186;4;;;;
2105;25/03/2008 0:00;22;424;8;;;;
2106;13/11/2007 0:00;27;398;8;;;;
2107;30/04/2013 0:00;56;481;4;;;;
2108;26/02/2010 0:00;42;497;4;;;;
2109;16/12/2008 0:00;23;385;8;;;;
2110;16/12/2008 0:00;25;334;8;;;;
2111;16/12/2008 0:00;22;378;8;;;;
2112;16/12/2008 0:00;27;440;8;;;;
2113;16/12/2008 0:00;60;275;8;;;;
2114;16/12/2008 0:00;47;190;8;;;;
2115;20/02/2012 0:00;48;379;4;;;;
2116;20/02/2012 0:00;23;309;4;;;;
2117;06/05/2009 0:00;48;515;8;;;;
2118;06/05/2009 0:00;35;173;8;;;;
2119;17/10/2012 0:00;29;524;4;;;;
2120;20/02/2012 0:00;38;302;4;;;;
2121;21/07/2010 0:00;32;173;4;;;;
2122;26/02/2010 0:00;30;194;4;;;;
2123;01/10/2009 0:00;18;529;4;;;;
2124;21/07/2010 0:00;27;406;4;;;;
2125;20/02/2012 0:00;33;512;4;;;;
2126;21/07/2010 0:00;30;421;4;;;;
2127;20/02/2012 0:00;67;308;4;;;;
2128;26/02/2010 0:00;27;250;4;;;;
2129;20/02/2012 0:00;61;604;4;;;;
2130;30/11/2010 0:00;36;346;4;;;;
2131;06/05/2011 0:00;36;222;4;;;;
2132;20/02/2012 0:00;33;187;4;;;;
2133;30/11/2010 0:00;30;183;4;;;;
2134;06/05/2011 0:00;40;326;4;;;;
2135;06/05/2011 0:00;19;578;4;;;;
2136;20/02/2012 0:00;45;205;4;;;;
2137;06/05/2011 0:00;48;232;4;;;;
2138;20/02/2012 0:00;61;513;4;;;;
2139;23/09/2011 0:00;25;401;4;;;;
2140;17/10/2012 0:00;27;384;4;;;;
2141;17/10/2012 0:00;50;283;4;;;;
2142;12/12/2013 0:00;54;279;4;;;;
2143;24/03/2015 0:00;45;570;4;;;;
2144;17/10/2012 0:00;21;217;4;;;;
2145;12/12/2013 0:00;48;382;4;;;;
2146;12/12/2013 0:00;43;413;4;;;;
2147;30/04/2013 0:00;53;256;4;;;;
2148;18/03/2016 0:00;40;373;4;;;;
2149;12/12/2013 0:00;51;504;4;;;;
2150;12/12/2013 0:00;42;384;4;;;;
2151;12/12/2013 0:00;66;338;4;;;;
2152;24/03/2015 0:00;58;209;4;;;;
2153;17/02/2017 0:00;26;241;4;;;;
2154;17/02/2017 0:00;51;281;4;;;;
2155;24/03/2015 0:00;34;242;4;;;;
2156;24/03/2015 0:00;34;344;4;;;;
2157;17/02/2017 0:00;31;256;4;;;;
2158;31/07/2015 0:00;37;561;4;;;;
2159;17/02/2017 0:00;26;167;4;;;;
2160;02/12/2015 0:00;19;383;4;;;;
2161;17/02/2017 0:00;40;324;4;;;;
2162;17/02/2017 0:00;26;447;4;;;;
2163;17/02/2017 0:00;23;462;4;;;;
2164;12/12/2007 0:00;42;530;8;;;;
2165;31/08/2006 0:00;34;369;8;;;;
2166;30/03/2007 0:00;43;462;8;;;;
2167;10/12/2009 0:00;37;484;4;;;;
2168;17/02/2023 0:00;48;502;4;;;;
2169;30/03/2007 0:00;32;441;8;;;;
2170;30/03/2007 0:00;24;522;8;;;;
2171;30/03/2007 0:00;60;298;8;;;;
2172;01/02/2012 0:00;66;396;4;;;;
2173;17/02/2023 0:00;61;335;4;;;;
2174;15/12/2005 0:00;34;486;8;;;;
2175;10/03/2020 0:00;67;318;4;;;;
2176;31/08/2006 0:00;50;262;8;;;;
2177;22/10/2019 0:00;69;222;4;;;;
2178;24/04/2006 0:00;66;291;8;;;;
2179;24/08/2010 0:00;52;446;4;;;;
2180;30/03/2007 0:00;31;218;8;;;;
2181;31/08/2006 0:00;37;325;8;;;;
2182;19/01/2015 0:00;22;477;4;;;;
2183;17/06/2015 0:00;21;290;4;;;;
2184;19/01/2015 0:00;44;415;4;;;;
2185;22/10/2019 0:00;42;469;4;;;;
2186;30/09/2020 0:00;44;539;4;;;;
2187;13/04/2016 0:00;23;182;4;;;;
2188;10/11/2015 0:00;57;430;4;;;;
2189;17/02/2023 0:00;42;425;4;;;;
2190;17/07/2018 0:00;22;231;4;;;;
2191;17/07/2018 0:00;46;325;4;;;;
2192;17/02/2023 0:00;88;445;4;;;;
2193;01/03/2018 0:00;35;443;4;;;;
2194;15/07/2022 0:00;28;417;4;;;;
2195;17/02/2023 0:00;22;297;4;;;;
2196;17/02/2023 0:00;28;373;4;;;;
2197;17/02/2023 0:00;49;200;4;;;;
2198;17/02/2023 0:00;32;223;4;;;;
2199;17/02/2023 0:00;22;512;4;;;;
2200;17/02/2023 0:00;25;280;4;;;;
2201;17/02/2023 0:00;19;530;4;;;;
2202;17/02/2023 0:00;60;301;4;;;;
2203;17/02/2023 0:00;39;289;4;;;;
2204;17/02/2023 0:00;31;359;4;;;;
2205;17/02/2023 0:00;26;181;4;;;;
2206;21/12/2007 0:00;46;426;8;;;;
2207;28/02/2007 0:00;47;581;8;;;;
2208;21/12/2007 0:00;22;315;8;;;;
2209;21/12/2007 0:00;75;430;8;;;;
2210;06/07/2007 0:00;41;214;8;;;;
2211;21/12/2007 0:00;22;297;8;;;;
2212;21/12/2007 0:00;31;156;8;;;;
2213;07/09/2005 0:00;33;444;8;;;;
2214;25/01/2006 0:00;55;297;8;;;;
2215;07/09/2005 0:00;27;201;8;;;;
2216;07/10/2008 0:00;30;295;8;;;;
2217;07/09/2005 0:00;48;574;8;;;;
2218;25/01/2006 0:00;31;358;8;;;;
2219;23/03/2009 0:00;31;483;8;;;;
2220;21/06/2006 0:00;37;327;8;;;;
2221;23/03/2009 0:00;39;247;8;;;;
2222;07/09/2005 0:00;35;366;8;;;;
2223;06/07/2007 0:00;33;430;8;;;;
2224;07/09/2005 0:00;21;420;8;;;;
2225;21/06/2006 0:00;28;215;8;;;;
2226;25/01/2006 0:00;55;332;8;;;;
2227;07/10/2008 0:00;41;562;8;;;;
2228;23/03/2009 0:00;33;484;8;;;;
2229;06/07/2007 0:00;31;539;8;;;;
2230;21/06/2006 0:00;70;547;8;;;;
2231;21/12/2007 0:00;22;218;8;;;;
2232;06/07/2007 0:00;26;231;8;;;;
2233;23/03/2009 0:00;48;273;8;;;;
2234;21/12/2007 0:00;19;355;8;;;;
2235;21/12/2007 0:00;38;167;8;;;;
2236;23/03/2009 0:00;39;252;8;;;;
2237;27/07/2022 0:00;51;506;4;;;;
2238;25/09/2018 0:00;54;219;4;;;;
2239;31/05/2019 0:00;46;213;4;;;;
2240;29/01/2019 0:00;21;419;4;;;;
2241;07/02/2020 0:00;55;161;4;;;;
2242;26/06/2020 0:00;54;343;4;;;;
2243;07/02/2020 0:00;63;428;4;;;;
2244;27/07/2022 0:00;52;440;4;;;;
2245;27/07/2022 0:00;55;387;4;;;;
2246;27/07/2022 0:00;30;473;4;;;;
2247;27/07/2022 0:00;25;270;4;;;;
2248;27/07/2022 0:00;30;257;4;;;;
2249;27/07/2022 0:00;32;496;4;;;;
2250;27/07/2022 0:00;60;456;4;;;;
2251;27/07/2022 0:00;38;247;4;;;;
2252;27/07/2022 0:00;37;547;4;;;;
2253;27/07/2022 0:00;41;303;4;;;;
2254;27/07/2022 0:00;18;219;4;;;;
2255;27/07/2022 0:00;41;303;4;;;;
2256;27/07/2022 0:00;51;290;4;;;;
2257;27/07/2022 0:00;62;530;4;;;;
2258;27/07/2022 0:00;38;468;4;;;;
2259;31/08/2016 0:00;66;261;4;;;;
2260;15/04/2009 0:00;56;255;8;;;;
2261;08/03/2023 0:00;70;649;4;;;;
2262;20/11/2008 0:00;58;626;8;;;;
2263;21/04/2006 0:00;40;933;8;;;;
2264;04/05/2007 0:00;32;832;8;;;;
2265;30/10/2009 0:00;55;1008;4;;;;
2266;15/04/2009 0:00;39;679;8;;;;
2267;09/02/2021 0:00;63;698;4;;;;
2268;28/10/2014 0:00;38;1137;4;;;;
2269;15/04/2009 0:00;37;644;8;;;;
2270;21/04/2006 0:00;49;626;8;;;;
